,ags5,time_stamp,value
731,01051,2007-04-30,34147
732,01051,2007-05-31,34341
733,01051,2007-06-30,34385
734,01051,2007-07-31,34319
735,01051,2007-08-31,34914
736,01051,2007-09-30,35314
737,01051,2007-10-31,35386
738,01051,2007-11-30,34743
739,01051,2007-12-31,34192
740,01051,2008-01-31,33961
741,01051,2008-02-29,34010
742,01051,2008-03-31,34471
743,01051,2008-04-30,34833
744,01051,2008-05-31,35053
745,01051,2008-06-30,35061
746,01051,2008-07-31,34938
747,01051,2008-08-31,35446
748,01051,2008-09-30,35818
749,01051,2008-10-31,36069
750,01051,2008-11-30,35427
751,01051,2008-12-31,34817
752,01051,2009-01-31,33891
753,01051,2009-02-28,33878
754,01051,2009-03-31,34246
755,01051,2009-04-30,34649
756,01051,2009-05-31,34511
757,01051,2009-06-30,34619
758,01051,2009-07-31,34558
759,01051,2009-08-31,35259
760,01051,2009-09-30,35898
761,01051,2009-10-31,35929
762,01051,2009-11-30,35497
763,01051,2009-12-31,34799
764,01051,2010-01-31,33894
765,01051,2010-02-28,33912
766,01051,2010-03-31,34598
767,01051,2010-04-30,35113
768,01051,2010-05-31,35312
769,01051,2010-06-30,35358
770,01051,2010-07-31,35374
771,01051,2010-08-31,35941
772,01051,2010-09-30,36379
773,01051,2010-10-31,36462
774,01051,2010-11-30,35920
775,01051,2010-12-31,35258
776,01051,2011-01-31,34934
777,01051,2011-02-28,35013
778,01051,2011-03-31,35465
779,01051,2011-04-30,35904
780,01051,2011-05-31,36438
781,01051,2011-06-30,36414
782,01051,2011-07-31,36485
783,01051,2011-08-31,37094
784,01051,2011-09-30,37547
785,01051,2011-10-31,37594
786,01051,2011-11-30,36872
787,01051,2011-12-31,35951
788,01051,2012-01-31,35614
789,01051,2012-02-29,35604
790,01051,2012-03-31,36014
791,01051,2012-04-30,36472
792,01051,2012-05-31,36636
793,01051,2012-06-30,36577
794,01051,2012-07-31,36641
795,01051,2012-08-31,37243
796,01051,2012-09-30,37592
797,01051,2012-10-31,37952
798,01051,2012-11-30,37164
799,01051,2012-12-31,36515
800,01051,2013-01-31,36205
801,01051,2013-02-28,36194
802,01051,2013-03-31,36581
803,01051,2013-04-30,37095
804,01051,2013-05-31,37275
805,01051,2013-06-30,37326
806,01051,2013-07-31,37550
807,01051,2013-08-31,38356
808,01051,2013-09-30,38854
809,01051,2013-10-31,39134
810,01051,2013-11-30,38083
811,01051,2013-12-31,37444
812,01051,2014-01-31,36943
813,01051,2014-02-28,36935
814,01051,2014-03-31,37348
815,01051,2014-04-30,37986
816,01051,2014-05-31,38105
817,01051,2014-06-30,38103
818,01051,2014-07-31,38174
819,01051,2014-08-31,38626
820,01051,2014-09-30,39082
821,01051,2014-10-31,39073
822,01051,2014-11-30,38309
823,01051,2014-12-31,37650
824,01051,2015-01-31,37427
825,01051,2015-02-28,37582
826,01051,2015-03-31,38047
827,01051,2015-04-30,38502
828,01051,2015-05-31,38563
829,01051,2015-06-30,38622
830,01051,2015-07-31,38598
831,01051,2015-08-31,39084
832,01051,2015-09-30,39509
833,01051,2015-10-31,39500
834,01051,2015-11-30,38746
835,01051,2015-12-31,38164
836,01051,2016-01-31,37843
837,01051,2016-02-29,38051
838,01051,2016-03-31,38556
839,01051,2016-04-30,38746
840,01051,2016-05-31,38879
841,01051,2016-06-30,39067
842,01051,2016-07-31,39084
843,01051,2016-08-31,39971
844,01051,2016-09-30,40602
845,01051,2016-10-31,40600
846,01051,2016-11-30,39935
847,01051,2016-12-31,39416
848,01051,2017-01-31,39198
849,01051,2017-02-28,39353
850,01051,2017-03-31,39745
851,01051,2017-04-30,40192
852,01051,2017-05-31,40413
853,01051,2017-06-30,40587
854,01051,2017-07-31,40586
855,01051,2017-08-31,41163
856,01051,2017-09-30,41683
857,01051,2017-10-31,41706
858,01051,2017-11-30,41072
859,01051,2017-12-31,40466
860,01051,2018-01-31,40362
861,01051,2018-02-28,40320
862,01051,2018-03-31,40718
863,01051,2018-04-30,41164
864,01051,2018-05-31,41224
865,01051,2018-06-30,41278
866,01051,2018-07-31,41425
867,01051,2018-08-31,41988
868,01051,2018-09-30,42485
869,01051,2018-10-31,42676
870,01051,2018-11-30,42127
871,01051,2018-12-31,41521
872,01051,2019-01-31,41386
873,01051,2019-02-28,41544
874,01051,2019-03-31,41911
875,01051,2019-04-30,42367
876,01051,2019-05-31,42433
877,01051,2019-06-30,42518
878,01051,2019-07-31,42600
879,01051,2019-08-31,43288
880,01051,2019-09-30,43859
881,01051,2019-10-31,43985
882,01051,2019-11-30,43434
883,01051,2019-12-31,42824
884,01051,2020-01-31,42651
885,01051,2020-02-29,42712
886,01051,2020-03-31,42888
887,01051,2020-04-30,42701
888,01051,2020-05-31,42773
889,01051,2020-06-30,43009
890,01051,2020-07-31,43031
891,01051,2020-08-31,43620
892,01051,2020-09-30,44126
893,01051,2020-10-31,44204
894,01051,2020-11-30,43639
895,01053,2006-01-31,37404
896,01053,2006-02-28,37447
897,01053,2006-03-31,37588
898,01053,2006-04-30,37973
899,01053,2006-05-31,38266
900,01053,2006-06-30,38362
901,01053,2006-07-31,38254
902,01053,2006-08-31,38796
903,01053,2006-09-30,39074
904,01053,2006-10-31,39153
905,01053,2006-11-30,39142
906,01053,2006-12-31,38653
907,01053,2007-01-31,38420
908,01053,2007-02-28,38380
909,01053,2007-03-31,38676
910,01053,2007-04-30,38835
911,01053,2007-05-31,39062
912,01053,2007-06-30,39075
913,01053,2007-07-31,39053
914,01053,2007-08-31,39258
915,01053,2007-09-30,39540
916,01053,2007-10-31,39740
917,01053,2007-11-30,39691
918,01053,2007-12-31,39256
919,01053,2008-01-31,39241
920,01053,2008-02-29,39298
921,01053,2008-03-31,39406
922,01053,2008-04-30,39578
923,01053,2008-05-31,39618
924,01053,2008-06-30,39664
925,01053,2008-07-31,39660
926,01053,2008-08-31,40001
927,01053,2008-09-30,40315
