cluster,kreis,ags5,ags2,supermarkets_population,supermarkets_average_distance,public_transport_availability,average_distance_bus_stop,average_distance_train_station,average_distance_public_transport,Unnamed:_0,number_of_students,number_of_hospitals,number_of_hospital_beds,number_of_hospital_beds_adj,hospital_patiants,households_of_1_person,households_of_2_person,households_of_3_person,households_of_4_person,households_of_5_person_or_more,household_with_kids,household_with_kids_under_3,household_with_kids_over_3_under_6,household_with_kids_over_6_under_10,household_with_kids_over_10_under_15,household_with_kids_over_15_under_18,household_with_double_income_no_kids,car_density,no_of_paths_per_person_and_day,kilometers_per_person_and_day,_percentage_out_of_home,share_of_journeys_on_foot,share_of_journeys_on_bike,proportion_of_motorised_vehicle_passenger,share_of_motorised_vehicle_driver,share_of_public_transport_,public_transport_per_1000_inhabitants,activity_index,municipal_dept_per_capita,municipal_tax_per_capita,municipal_tax_per_capita.1,no_of_births_in_2018,2018_population,2019_population,2018_men_population,2018_women_population,2018_population_under_3_yrs,2018_population_3_to_6,2018_population_6_to_10,2018_population_10_to_15,2018_population_15_to_18,2018_population_18_to_20,2018_population_20_to_25,2018_population_25_to_30,2018_population_30_to_35,2018_population_35_to_40,2018_population_40_to_45,2018_population_45_to_50,2018_population_50_to_55,2018_population_55_to_60,2018_population_60_to_65,2018_population_65_to_75,2018_population_above_75,2019_population_under_5,2019_population_5_to_15,2019_population_15_to_35,2019_population_35_to_60,2019_population_60_to_80,2019_population_above_80,no_of_foreigners_2018,proportion_of_foreigners_in_2018,no_of_births_per_capita,Number_of_Commuters_place_of_work,Number_of_Commuters_on_place_of_residence),Commuter_Balance,Proportion_of_in_commuters,Share_of_out_commuters,Relative_Commuter_Balance,Commute_within_50km,Commute_within_150km,Commute_within_300km,number_accomodation_establishments,number_of_beds,number_of_guests,guests_staying_overnight,number_of_companies,number_of_companies_agriculture,number_of_companies_mining,number_of_companies_manufacturing,number_of_companies_energy,number_of_companies_water_and_sewage,number_of_companies_construction,number_of_companies_repair_motor_vehicles,number_of_companies_transport,number_of_companies_hospitality,number_of_companies_communication,number_of_companies_financial_and_insurance,number_of_companies_real_estat,number_of_companies_technical_services,number_of_companies_economic_services,number_of_companies_administration,number_of_companies_education,number_of_companies_health_and_social_services,number_of_companies_arts_entertainment,number_of_companies_rendering_other_services,number_of_companies_domestic_staff,number_of_companies_extraterritorial,number_of_companies_1_to_4_employees,number_of_companies_5_to_49_employees,number_of_companies_50_to_400_employees,number_of_companies_500_or_more_employees,no_of_hairdressers,no_of_restraunts,no_of_branches,no_of_commertial_units,no_of_shopping_malls,no_of_clubs,no_of_slaughterhouse,no_of_education_centers,no_of_shopping,no_of_free_time,no_of_tourism_points,no_of_food_and_drink,no_of_public_institution,no_of_traffic_centers,no_of_health_centers,no_of_business,total_area,Residential_area_percentage,industrial_/_commertial_area_percentage,dump_area_percentage,mining_area_percentage,"open_pit,_mine,_quarry_area_percentage",mixed_use_area_percentage,special_functional_character_land_percentage,"sport,_leisure,_recreation_area_percentage",cemetry_area_percentage,road_area_percentage,space_area_percentage,rail_traffic_area_percentage,air_traffic_area_percentage,shipping_area_percentage,agri_area_percentage,forrest_area_percentage,wood_area_percentage,health_area_percentage,moor_area_percentage,swamp_area_percentage,without_vegetation_area_percentage,flowing_water_percentage,harbor_basin_percentage,standing_water_percentage,sea_percentage,median_income,purchasing_power_per_household,purchasing_power_per_person,debtor_quota,household_in_income_calss_1,household_in_income_calss_2,household_in_income_calss_3,household_in_income_calss_4,household_in_income_calss_5,household_in_income_calss_6,Unnamed: 0_y,labor_market_region,growing_/_shrinking_circles,labor_market_type,grw_funding_framework,settlement_structure_type_of_labor_market_region,room_type_location,district_settlement_structure,type_of_settlement_structure,urban_/_rural,metropolitan_region,metropolitan_area,east_west,border_proximity,Unnamed: 0,support_area_status,eligible_area
0,Burgenlandkreis,15084,15,64,1346,37,572,2955,544,370,15516,2,1122,6.2,54771,36626,40161,9496,7354,1016,17452,2645,2830,3736,4625,2514,11194,523,2.92338,39.8373,83.6,20.7,8.5,14.3,48.8,7.8,228.02364,64.90679815899999,1038.0,770.4,50.8,1416,180190,178846,89353,90837,4228,4362,5616,7048,4081,2604,5484,7293,10517,10755,9287,11579,15357,16571,15185,22561,27662,7093,14194,29299,62237,49690,16333,9407,5.22,0.0078583717187413,13185,26469,13284,61.2,68.4,-22.6,15.0,9.0,5.5,116,6463,260715,727353,8806,215,9,508,60,48,925,1412,206,476,80,403,211,717,555,183,272,695,195,1386,0,0,4726,1845,121,7,218,228,564,9747,1,433,8,254,1351,40,144,230,51,211,638,1622,1413.7,1.07,2.19,0.01,0.0,2.0,4.34,0.22,1.26,0.1,0.17,0.09,0.19,0.07,0.0,72.33,12.6,1.87,0.01,0.0,0.0,0.77,0.32,0.0,0.38,0.0,2383,38004,19993,11.6,21013,21553,34646,8026,5617,3906,370,236,2,12,2,2,3,3,2,2,7,99,2,0,370,C*,1
0,Harz,15085,15,72,1216,37,633,2605,611,371,18795,5,1511,7.0,62505,44481,53461,9722,7458,762,17949,2583,2893,3889,4768,2964,14632,532,3.03426,36.7516,83.2,21.2,14.3,13.5,43.7,7.3,221.50098,61.853048645,1635.6,527.7,54.1,1519,214446,213310,105101,109345,4704,5018,6635,8400,5184,3373,6782,8564,12259,12581,11037,13993,17996,19849,17816,28408,31847,7980,16803,35466,74249,60389,18423,6471,3.02,0.0070833683071729,9502,22083,12581,52.1,60.3,-17.6,15.1,4.3,2.1,344,21763,1003185,2791372,12097,238,10,753,30,53,1137,1862,265,849,118,458,234,1272,581,242,367,916,343,1999,1,0,6110,2385,204,10,299,362,793,13232,4,593,12,258,1847,169,352,386,70,252,782,2274,2104.6,0.93,1.57,0.07,0.0,0.39,3.3,0.17,0.96,0.1,0.15,0.04,0.09,0.03,0.0,53.63,36.35,1.1,0.0,0.01,0.02,0.47,0.06,0.0,0.55,0.0,2450,37980,20525,12.6,27041,26915,37985,11336,7043,5533,371,237,2,11,2,2,3,3,3,2,99,99,2,0,371,C*,1
0,Jerichower Land,15086,15,60,1793,34,1112,3273,1055,372,7383,4,748,8.3,26851,12397,21709,5881,3309,563,9111,1383,1567,1954,2191,1411,5838,559,3.05871,38.9844,84.4,17.3,14.7,13.2,47.7,7.1,217.16841,67.093484107,1135.8,542.4,46.7,701,89928,89589,44781,45147,2209,2358,2977,3628,2219,1385,2503,3323,5164,5371,4942,5995,7840,9054,7796,10853,12311,3757,7551,14205,32606,24255,7215,3128,3.48,0.0077951249888799,8550,16754,8204,58.1,68.1,-30.3,16.8,7.2,3.1,44,2484,80721,155273,5121,205,7,332,67,31,503,736,125,193,49,202,115,679,241,137,138,361,102,750,0,0,2615,1003,93,3,96,97,280,5517,0,197,8,112,719,94,36,89,55,117,267,872,1576.9,0.04,1.4,0.02,0.0,0.2,3.12,0.25,0.69,0.06,0.1,0.03,0.07,0.05,0.0,56.51,31.74,1.27,0.11,0.0,0.14,2.81,0.81,0.0,0.6,0.0,2352,43634,21296,12.0,6040,11098,14808,5128,3847,2954,372,233,2,11,2,2,3,4,3,2,99,99,2,0,372,C*,1
0,Mansfeld-Südharz,15087,15,62,1666,35,999,3105,853,373,10977,1,774,5.7,41060,21885,38594,6191,4075,431,10420,1438,1658,2302,2690,1727,8972,544,3.05565,37.2657,83.1,23.4,8.6,14.5,46.8,6.7,204.72855,63.084498658,2032.6,421.7,42.4,869,136249,134942,66992,69257,2784,3066,4191,5204,3199,2089,3714,4896,7275,7533,6931,8839,11380,12978,12060,18726,21384,4709,10566,20536,46451,40156,12524,3920,2.88,0.0063780284625942,8792,17021,8229,61.5,68.5,-21.6,16.0,6.7,4.1,70,3800,167668,368063,6781,149,10,401,40,36,704,1134,147,319,58,329,158,497,443,189,207,536,171,1092,0,0,3683,1323,84,3,172,160,446,7558,1,330,20,155,1081,35,66,143,47,157,445,1370,1448.9,0.66,1.81,0.23,0.0,0.3,3.82,0.16,1.12,0.09,0.17,0.05,0.1,0.04,0.0,60.31,27.88,1.66,0.0,0.0,0.03,0.72,0.03,0.0,0.81,0.0,2324,37841,19768,12.4,13469,15819,31256,5151,3218,2238,373,238,1,12,2,3,3,4,2,2,99,99,2,0,373,C*,1
0,Saalekreis,15088,15,59,1282,45,680,2502,597,374,16113,1,634,3.4,47108,30308,48334,9190,6536,684,16416,2472,2728,3613,4251,2508,12670,564,3.09046,39.3177,84.9,20.6,8.1,12.8,49.7,8.8,271.96048,68.77453499399999,1034.4,865.7,61.6,1377,184582,183815,91361,93221,4550,4680,6508,7854,4507,2783,5669,7126,10622,11759,10271,13095,15809,16853,15262,23374,23860,7600,16121,30185,66614,49633,13662,6729,3.65,0.0074600990345754,33778,41280,7502,75.9,78.7,-11.6,12.1,6.7,4.2,66,4338,223790,422542,8561,184,10,571,47,66,941,1393,203,364,84,344,155,775,540,219,266,629,207,1330,0,0,4422,1934,181,13,195,177,522,9250,3,383,3,164,1127,19,71,184,103,207,483,1596,1433.7,1.43,3.51,0.03,0.0,0.65,4.03,0.2,1.2,0.09,0.31,0.11,0.27,0.1,0.0,73.98,6.96,2.74,0.02,0.0,0.09,1.54,0.27,0.0,2.48,0.0,2528,41190,21279,11.7,15075,23830,31214,10745,8141,6318,374,232,2,9,2,1,2,3,2,2,7,99,2,0,374,C*,1
0,Salzlandkreis,15089,15,72,1162,36,1088,2388,827,375,16365,6,1312,6.9,62357,35977,48964,8639,6719,756,16599,2473,2702,3547,4273,2629,12804,512,3.0562,35.0769,83.1,19.6,11.4,13.8,47.7,7.5,229.215,59.389920066,1941.3,523.8,51.1,1348,190560,189125,93148,97412,4325,4545,5889,7571,4428,2968,6277,7680,10746,10896,9623,12647,16218,17830,15789,24584,28544,7217,15153,31501,65888,52986,16380,6057,3.18,0.0070738874895046,15110,25220,10110,54.8,61.7,-16.1,13.9,5.7,3.1,69,3881,138316,431731,8999,179,9,577,73,46,869,1477,228,419,78,381,164,739,537,188,273,775,214,1490,0,0,4683,1869,175,9,255,219,601,9924,3,445,4,227,1599,95,68,202,69,226,671,1736,1427.1,0.81,2.94,0.27,0.0,0.62,4.5,0.26,1.46,0.14,0.31,0.08,0.15,0.19,0.0,77.33,5.12,2.22,0.0,0.0,0.16,1.2,0.8,0.01,1.42,0.0,2449,37472,19871,13.1,20652,25178,38619,7637,5015,3931,375,239,1,11,2,2,3,3,3,2,99,99,2,0,375,C*,1
0,Stendal,15090,15,61,2086,33,1093,3387,967,376,10374,4,1001,8.9,32610,18162,27098,6497,4076,713,10710,1527,1687,2370,2834,1673,6870,521,3.02805,38.3625,83.0,21.6,12.1,13.5,44.4,8.4,254.3562,64.277174363,1286.9,471.7,46.5,810,111982,111190,55278,56704,2630,2741,3764,4578,2885,1879,3641,4740,6663,6159,5606,7231,9810,11268,9863,13346,15178,4398,9349,19223,39168,30088,8964,4000,3.57,0.0072333053526459,6121,13319,7198,53.6,62.0,-19.0,21.0,8.8,3.4,58,3328,142354,267370,6321,263,2,337,64,34,670,948,118,266,55,265,142,562,312,150,219,485,119,1099,0,0,3214,1317,79,6,154,115,368,6846,3,392,6,151,999,100,44,118,50,141,334,1160,2423.3,0.06,1.22,0.01,0.0,0.1,2.79,0.18,0.57,0.06,0.09,0.02,0.15,0.06,0.0,66.95,21.8,0.87,1.15,0.01,0.34,1.72,1.24,0.0,0.6,0.0,2358,38894,19657,12.6,10376,12984,22776,5145,3175,2111,376,240,2,11,2,3,4,4,3,2,99,99,2,0,376,C*,1
0,Wittenberg,15091,15,58,1810,36,959,2432,855,377,10857,3,575,4.6,37341,20719,33743,6082,4158,534,10115,1453,1606,2164,2724,1582,8275,554,3.07163,37.5669,84.1,18.8,14.9,12.3,46.8,7.2,221.15736,64.696233291,1634.1,533.3,52.5,922,125840,124953,61933,63907,2803,2876,3982,4852,2960,1846,3534,4794,6968,6917,6228,8230,10931,12036,10979,16395,19509,4681,9909,19500,43420,36086,11357,4270,3.39,0.0073267641449459,7600,15399,7799,46.4,55.6,-19.7,15.6,5.7,4.1,84,6950,241359,704767,6506,177,7,427,17,36,745,1066,161,316,53,277,126,514,396,140,188,495,150,1065,0,0,3425,1386,95,1,155,149,427,7237,2,301,5,168,1133,26,90,165,67,152,384,1234,1930.5,0.35,1.46,0.0,0.0,0.13,3.53,0.11,0.68,0.06,0.09,0.05,0.07,0.05,0.0,48.4,38.93,1.95,0.8,0.0,0.14,1.25,0.75,0.01,1.18,0.0,2293,40275,20879,10.6,13999,12136,25994,6174,4163,2753,377,241,1,11,2,3,3,4,3,2,7,99,2,0,377,C*,1
0,Erfurt,16051,16,89,555,64,358,2184,315,378,20223,2,1690,7.9,51478,58092,29427,14098,9146,3222,26807,4759,4584,5800,6755,3571,10056,399,3.16055,33.0361,84.7,30.4,10.9,11.8,32.6,14.3,451.95865,58.958114826000006,587.7,665.6,87.6,2182,213699,213981,103920,109779,6380,6141,7602,8775,4893,4059,12378,14316,17126,14905,12143,12979,15033,15653,13891,22462,24963,10246,18714,52208,70598,47870,14345,17393,8.14,0.0102106233534083,47698,24244,23454,45.3,27.5,24.6,12.4,6.6,3.8,66,5438,504212,879168,11001,62,3,449,41,32,690,1476,184,447,260,550,384,1561,770,123,287,963,266,2103,0,0,5163,2523,218,25,230,246,678,12198,8,754,4,166,1588,96,70,289,77,197,828,2031,269.9,4.99,5.79,0.0,0.0,0.77,7.51,1.18,4.34,0.27,1.09,0.42,0.78,0.86,0.0,60.06,8.5,1.41,0.0,0.0,0.03,0.52,0.16,0.0,1.31,0.0,2679,36459,19677,11.1,18686,31906,32620,15024,9628,7452,378,242,4,10,2,1,2,1,2,1,99,99,2,0,378,C*,1
0,Gera,16052,16,86,676,65,453,1819,325,379,8039,1,972,10.3,27105,28990,13837,5919,3681,931,10514,1704,1708,2304,2727,1461,4625,442,3.13371,34.4004,84.4,27.1,5.1,11.9,43.5,12.4,388.58004,60.655960398000005,1458.4,516.1,70.7,801,94152,93125,45517,48635,2383,2375,3099,3593,2068,1510,3282,4383,5807,5471,4597,5341,6952,8178,7837,12432,14844,3897,7534,16467,29813,26621,8793,6176,6.56,0.0085075197552893,15532,13477,2055,43.0,39.8,5.3,14.9,7.6,4.7,15,1201,104524,172107,4796,26,2,230,11,20,417,723,73,172,79,240,132,583,305,45,105,426,133,896,0,0,2564,975,78,2,138,108,342,5531,6,353,2,68,796,26,23,153,27,111,416,968,152.2,5.38,4.11,0.01,0.0,0.21,8.91,1.23,4.12,0.2,0.43,0.14,0.51,0.24,0.0,54.34,19.13,0.25,0.0,0.0,0.0,0.33,0.24,0.0,0.21,0.0,2390,35712,20317,11.8,12583,16574,17519,2871,2013,1996,379,243,2,11,2,1,2,2,2,1,7,99,2,0,379,C*,1
0,Jena,16053,16,92,465,67,346,1436,318,380,11277,1,1403,12.6,21160,30015,16909,6734,4989,1383,12778,2311,2273,2808,3180,1680,5733,359,3.0988,33.4059,85.6,27.9,16.0,12.0,29.7,14.3,443.1284,59.0743878,181.8,732.0,74.6,1120,111407,111343,55665,55742,3318,3233,3969,4454,2442,2178,8618,10274,10368,8167,5961,5907,6563,6327,5927,10464,13237,5355,9543,33455,33145,22301,7544,10735,9.64,0.0100532282531618,26448,11378,15070,46.4,27.6,26.0,13.2,6.2,3.9,28,2124,198505,334627,5376,12,2,266,14,17,257,698,71,229,150,257,184,708,293,56,172,580,125,1116,0,0,2593,1157,125,8,109,139,319,6088,9,373,0,95,609,46,37,144,27,86,447,842,114.8,9.22,3.69,0.0,0.0,0.0,5.36,1.58,6.1,0.23,0.71,0.1,0.46,0.0,0.0,34.22,36.51,0.9,0.0,0.0,0.0,0.31,0.55,0.0,0.05,0.0,3066,35176,19085,5.9,11455,14903,13170,10763,5775,4363,380,244,3,10,2,1,2,1,2,1,7,99,2,0,380,C*,1
0,Suhl,16054,16,77,866,36,528,1819,486,381,2272,1,511,14.7,11688,10393,6865,1886,997,201,3116,462,563,644,753,468,1978,502,3.12145,39.0619,84.5,25.6,6.2,13.4,46.7,8.0,249.716,68.687102502,462.9,625.6,83.9,202,34835,36789,16960,17875,702,811,945,1143,695,535,1243,1487,1791,1757,1601,2114,2739,3090,2950,5511,5721,1262,2583,5989,11833,11706,3416,2654,7.62,0.0057987656093009,8472,6439,2033,54.7,45.6,16.8,17.1,6.5,2.7,18,1815,91087,233175,2122,10,1,123,2,4,153,325,45,79,28,134,57,261,125,23,66,202,49,369,0,0,1190,383,45,2,50,34,151,2434,2,117,0,25,318,16,23,47,12,43,175,399,103.0,3.36,2.87,0.0,0.0,0.0,6.11,0.84,5.58,0.1,0.44,0.08,0.11,0.33,0.0,11.28,68.56,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,2540,38095,22260,10.7,6864,4152,5154,1983,1280,917,381,245,2,10,2,3,3,4,3,2,99,99,2,0,381,C*,1
0,Weimar,16055,16,90,503,39,306,1198,284,382,6879,1,593,9.1,17169,16226,10256,3821,3218,752,7884,1302,1303,1785,2106,1118,3323,402,3.20308,36.1878,86.8,29.2,11.5,11.5,37.9,9.9,317.10492,67.074652795,1140.4,536.9,53.8,602,65090,65228,31655,33435,1888,1884,2434,2826,1603,1279,3655,4487,4831,4484,3735,3926,4494,4635,3984,6817,8128,3097,6013,15672,21259,14377,4810,5884,9.04,0.0092487325241972,12280,11757,523,51.4,49.2,4.4,12.1,7.4,3.9,46,4383,394516,743331,3814,16,0,175,15,5,292,462,55,202,87,140,115,573,220,25,127,345,118,706,0,0,1899,782,61,5,70,91,241,4236,2,219,0,62,512,24,63,114,19,73,275,743,84.5,6.8,3.51,0.0,0.0,0.06,6.66,1.75,6.61,0.46,0.44,0.47,0.47,0.04,0.0,42.99,22.71,1.36,0.0,0.0,0.01,5.44,0.12,0.0,0.13,0.0,2902,37057,19601,10.7,4962,9613,10488,4753,2296,2316,382,246,3,10,2,1,2,2,2,1,99,99,2,0,382,C*,1
0,Eisenach,16056,16,85,601,38,342,1491,312,383,4486,1,397,9.4,12816,11230,6311,2745,2143,341,5129,820,805,1058,1399,759,2123,442,3.2000900000000003,39.8181,84.5,30.2,7.5,12.5,40.3,9.5,304.00855,71.780780378,571.1,602.1,92.0,389,42370,42250,20874,21496,1132,1101,1415,1792,1046,722,1629,2174,2780,2780,2320,2793,3184,3581,2956,4734,6231,1881,3574,8185,14503,10467,3640,3475,8.2,0.009181024309653,12469,7032,5437,57.3,40.0,28.8,13.3,6.1,2.9,30,2064,201388,336530,2302,18,2,130,6,9,145,397,58,130,23,97,64,232,167,19,57,231,47,394,0,0,1210,481,52,6,64,75,200,2631,2,95,0,34,400,17,48,93,16,60,204,433,104.2,3.97,3.56,0.0,0.0,0.06,5.12,0.59,2.44,0.14,0.86,0.12,0.61,0.0,0.0,41.69,38.7,0.88,0.01,0.0,0.0,0.87,0.23,0.0,0.14,0.0,2721,37245,20016,12.1,4350,6768,7325,1935,1260,1127,383,247,2,10,2,3,3,4,3,2,99,99,2,0,383,C*,1
0,Eichsfeld,16061,16,56,1707,33,694,3603,667,384,10185,1,424,4.2,28616,14064,16622,10020,4350,1113,14342,2173,2266,3127,3653,1983,5186,564,3.1579200000000003,39.4021,84.9,24.3,4.7,14.7,48.5,7.8,246.31776,70.426632672,636.7,524.5,46.7,930,100380,100006,50364,50016,2933,2954,3907,4624,2772,1637,3374,4436,6448,6766,6051,6427,7833,8529,7934,11722,12033,4888,9566,18050,35305,25270,6927,3505,3.49,0.0092647937836222,9776,15761,5985,70.3,72.4,-15.0,11.2,4.7,2.3,48,2304,116130,330929,5933,121,6,507,15,22,797,906,144,217,48,252,96,527,320,150,164,389,128,976,0,0,3036,1293,100,4,170,105,240,6431,0,234,15,119,909,96,52,137,52,135,331,1205,943.1,0.88,1.52,0.08,0.0,0.14,3.43,0.18,0.67,0.08,0.42,0.03,0.12,0.01,0.0,58.32,32.09,0.85,0.0,0.0,0.01,1.08,0.01,0.0,0.09,0.0,2360,44883,20644,6.4,4163,8818,20006,6797,4053,2306,384,248,2,10,2,2,3,3,3,2,99,99,2,0,384,C*,1
0,Nordhausen,16062,16,68,1203,47,490,1990,434,385,7737,3,984,11.7,23377,18142,18426,4743,2894,568,7908,1234,1365,1726,1989,1227,5081,533,2.9676400000000003,37.0911,83.1,21.9,4.2,13.9,51.4,8.7,258.18468,60.98045973,1018.9,495.8,56.1,662,83822,83416,41477,42345,2055,2178,2812,3514,2078,1480,3554,3622,5167,4916,4184,5383,6703,7393,6696,10243,11844,3507,7092,15625,28083,22291,6818,3535,4.22,0.0078976879578153,6877,9412,2535,57.2,59.6,-6.8,13.3,5.3,2.6,34,1785,79623,187366,4239,79,12,224,18,29,372,707,89,213,36,179,79,331,271,104,132,394,105,728,0,0,2231,790,77,5,101,118,291,4703,3,184,9,90,706,23,41,134,23,104,312,838,713.9,1.62,1.9,0.16,0.11,0.39,2.84,0.33,1.2,0.1,0.4,0.04,0.22,0.05,0.0,56.53,30.99,1.13,0.0,0.0,0.01,1.21,0.01,0.0,0.77,0.0,2467,35899,19220,10.3,10857,10615,15542,3884,2330,1635,385,249,2,10,2,3,3,4,3,2,99,99,2,0,385,C*,1
0,Wartburgkreis,16063,16,55,1566,27,1005,4101,958,386,10284,3,532,4.3,37097,17466,26321,9413,4864,968,14026,2019,2414,3097,3554,1971,7630,595,3.09837,39.4852,84.5,20.1,6.8,13.8,51.0,8.3,257.16471,68.918064307,506.5,622.7,48.9,914,123025,118974,61525,61500,2992,3326,4306,5043,3078,1900,3782,4928,7277,7801,6902,8405,9944,11679,10413,15111,16138,4930,10230,19822,42674,31960,9358,3697,3.01,0.0074293842714895,14308,23231,8923,72.2,78.9,-32.8,11.2,4.4,2.0,91,4264,135088,775418,6553,117,4,513,10,29,663,1112,219,346,55,278,108,549,370,151,183,448,154,1042,0,0,3634,1205,125,7,171,188,341,7056,2,207,10,148,1044,77,96,230,59,163,380,1207,1307.5,1.44,1.42,0.05,0.04,0.19,2.95,0.19,0.89,0.06,0.12,0.04,0.09,0.03,0.0,50.26,39.37,0.98,0.08,0.0,0.01,1.25,0.26,0.0,0.27,0.0,2514,44912,21615,8.1,6128,11304,26092,7761,4753,3146,386,247,2,10,2,3,3,4,3,2,99,99,2,0,386,C*,1
0,Unstrut-Hainich-Kreis,16064,16,65,1428,31,858,3530,855,387,10596,4,1284,12.5,29958,16832,21742,7540,3937,833,11792,1816,1932,2552,3065,1721,6308,514,3.08182,39.6712,84.6,23.0,7.2,13.9,47.7,8.3,255.79106,68.954356637,947.4,508.1,45.9,872,102912,102232,51119,51793,2721,2796,3707,4643,2752,1623,3471,4400,6103,6504,5608,6817,8279,9334,8353,12176,13625,4542,9277,17822,35775,26768,8048,3754,3.65,0.0084732587064676,8513,14044,5531,59.5,64.9,-16.5,13.1,5.9,2.9,46,2414,119606,407851,5519,131,2,361,41,29,591,832,133,265,46,252,131,442,312,112,170,464,112,918,0,0,2935,1219,108,6,148,153,298,5950,1,208,8,114,902,25,54,187,68,128,391,1085,979.7,1.66,1.72,0.06,0.01,0.22,2.42,0.18,0.93,0.06,0.06,0.03,0.09,0.12,0.0,70.34,19.74,0.78,0.0,0.0,0.04,1.29,0.03,0.0,0.22,0.0,2242,39655,19607,10.0,8305,11051,21690,4605,3070,2148,387,250,2,10,2,3,3,4,3,2,99,99,2,0,387,C*,1
0,Kyffhäuserkreis,16065,16,64,1525,35,1043,3558,864,388,6570,1,462,6.2,23418,11842,19919,4220,2184,380,6459,955,1070,1409,1683,1019,4875,572,2.99477,36.7546,81.6,23.7,7.5,13.5,49.0,6.3,188.67051,59.878935952,1618.2,469.9,38.8,515,75009,74212,37274,37735,1710,1772,2427,3083,1870,1207,2209,2904,4293,4304,3910,4849,6224,7144,6637,9922,10544,2803,6066,12066,25794,21447,6036,2027,2.7,0.0068658427655348,4512,12840,8328,57.2,68.5,-38.9,17.0,6.6,3.6,42,2605,106940,357293,3748,131,6,277,21,22,329,626,86,191,24,149,43,275,231,96,121,300,104,615,0,0,2053,688,37,2,98,104,263,4108,1,172,10,82,661,9,50,129,35,84,273,707,1037.9,0.99,1.32,0.13,0.02,0.19,2.26,0.2,0.87,0.06,0.16,0.04,0.12,0.03,0.0,67.42,24.46,0.61,0.12,0.01,0.06,0.6,0.09,0.0,0.24,0.0,2427,37387,19212,11.5,8269,8397,15241,3418,1972,1232,388,251,2,10,2,3,4,4,3,2,99,99,2,0,388,C*,1
0,Schmalkalden-Meiningen,16066,16,68,1265,36,689,2807,661,389,10415,3,715,5.8,38525,21556,28123,8282,3886,685,11769,1750,2060,2590,3023,1582,7732,569,3.08337,39.9784,84.0,22.3,7.8,14.1,49.1,6.7,206.58579,69.030191556,295.2,555.8,50.6,903,122347,124916,61186,61161,2884,3166,3990,4764,2745,1889,4254,5056,7448,7545,6604,8009,9918,11481,10253,15375,16966,4969,10341,21523,43881,34060,10142,4498,3.68,0.0073806468487171,11029,19041,8012,66.0,70.4,-17.5,12.6,5.2,2.3,118,5430,266952,620854,7754,119,6,712,30,22,850,1289,212,406,82,319,136,641,386,166,185,531,175,1264,1,0,4385,1529,134,3,188,186,356,8437,1,339,8,111,1274,34,143,259,68,207,470,1476,1210.7,1.19,1.39,0.02,0.01,0.15,3.28,0.19,0.87,0.06,0.15,0.04,0.1,0.01,0.0,40.61,50.57,0.76,0.05,0.0,0.0,0.26,0.1,0.0,0.18,0.0,2352,41441,21386,9.6,12558,11836,24221,7278,4374,2839,389,252,2,10,2,3,3,4,3,2,99,99,2,0,389,C*,1
0,Gotha,16067,16,69,1186,48,432,3350,402,390,12637,2,508,3.8,37451,26968,26861,8835,5584,1129,15226,2354,2475,3270,3939,2308,7939,525,3.14079,37.3814,85.2,25.1,6.3,13.5,46.9,8.3,260.68557000000004,66.68724831,638.8,578.2,55.8,1092,135452,134908,67468,67984,3459,3567,4692,5679,3526,2273,4911,5811,8360,8663,7602,9255,10978,12036,10673,16296,17671,5717,11686,24273,47925,35092,10215,8402,6.2,0.0080618964651684,12528,18795,6267,67.2,70.7,-13.7,9.6,6.3,3.2,98,6098,334024,942050,7037,108,7,475,35,36,707,1124,174,362,66,314,138,538,423,131,200,525,147,1311,1,0,3778,1443,123,5,191,163,353,7636,0,344,4,127,1173,34,90,233,97,181,452,1345,936.1,1.3,2.19,0.01,0.0,0.3,3.77,0.35,1.36,0.08,0.14,0.06,0.18,0.07,0.0,59.24,29.1,0.73,0.16,0.01,0.02,0.33,0.0,0.0,0.59,0.0,2468,39312,20149,10.5,12182,15477,26561,7233,4751,3194,390,253,2,10,2,2,3,3,2,2,99,99,2,0,390,C*,1
0,Sömmerda,16068,16,52,1862,36,521,2768,479,391,6559,-99,-99,-99.0,18802,9714,15356,5269,2555,632,8110,1208,1276,1752,2117,1179,4256,543,3.14806,38.1952,85.1,22.8,12.3,13.2,45.3,6.4,201.47584,68.216603264,1427.6,567.5,45.0,529,69655,69427,34762,34893,1808,1861,2478,3037,1801,1073,2131,2674,4116,4502,3978,4938,5778,6467,5912,8877,8224,3009,6226,11505,25273,18736,4678,1853,2.66,0.0075945732538941,9707,13341,3634,73.3,75.6,-18.7,10.7,6.2,3.8,19,677,28815,63209,3472,101,5,239,29,15,378,605,87,126,36,161,47,252,177,102,95,231,63,626,1,0,1852,757,59,2,75,54,175,3749,0,181,3,74,573,16,28,104,53,75,191,764,806.9,0.84,1.57,0.0,0.0,0.25,2.69,0.1,0.82,0.06,0.15,0.05,0.21,0.06,0.0,82.89,8.44,0.56,0.0,0.0,0.07,0.37,0.1,0.0,0.77,0.0,2388,41994,20212,9.5,3966,7967,13077,4005,2582,1919,391,242,2,10,2,1,3,4,2,2,99,99,2,0,391,C*,1
